Incident_ID,Date,Quarter,State,School_Level
20140127ILREC,2014-01-27,Winter,Illinois,High
20140117PADEP,2014-01-17,Winter,Pennsylvania,High
20140114PAKIL,2014-01-14,Winter,Pennsylvania,Elementary
20140114NMBER,2014-01-14,Winter,New Mexico,Middle
20140114LASTB,2014-01-14,Winter,Louisiana,High
20140113CTHIN,2014-01-13,Winter,Connecticut,High
20140109TNLIJ,2014-01-09,Winter,Tennessee,High
20131219CAEDF,2013-12-19,Winter,California,High
20131213COARC,2013-12-13,Winter,Colorado,High
20131204FLWEW,2013-12-04,Winter,Florida,High
20131113PABRP,2013-11-13,Fall,Pennsylvania,High
20131103GASTL,2013-11-03,Fall,Georgia,High
20131101IAALA,2013-11-01,Fall,Iowa,High
20131023CANEC,2013-10-23,Fall,California,Elementary
20131021NVSPS,2013-10-21,Fall,Nevada,Middle
20131015TXLAA,2013-10-15,Fall,Texas,High
20131004FLAGP,2013-10-04,Fall,Florida,K-12
20131002NHWIS,2013-10-02,Fall,New Hampshire,
20130928MENEG,2013-09-28,Fall,Maine,High
20130927ILROC,2013-09-27,Fall,Illinois,High
20130830NCCAW,2013-08-30,Summer,North Carolina,High
20130823MSNOS,2013-08-23,Summer,Mississippi,High
20130822TNWEM,2013-08-22,Summer,Tennessee,Elementary
20130820GAROD,2013-08-20,Summer,Georgia,Elementary
20130815TNNOC,2013-08-15,Summer,Tennessee,Middle
20130619FLALW,2013-06-19,Summer,Florida,High
20130618NCHIC,2013-06-18,Summer,North Carolina,Elementary
20130523FLREH,2013-05-23,Spring,Florida,Middle
20130513ALOSB,2013-05-13,Spring,Alabama,Middle
20130430NMTUT,2013-04-30,Spring,New Mexico,Elementary
20130429OHLAC,2013-04-29,Spring,Ohio,High
20130416TXTET,2013-04-16,Spring,Texas,High
20130321MIDAS,2013-03-21,Spring,Michigan,Middle
20130227GAGRA,2013-02-27,Winter,Georgia,High
20130213CAHIS,2013-02-13,Winter,California,Elementary
20130201MIMAD,2013-02-01,Winter,Michigan,High
20130131GAPRA,2013-01-31,Winter,Georgia,Middle
20130111MIOSD,2013-01-11,Winter,Michigan,High
20130110CATAT,2013-01-10,Winter,California,High
20130107FLAPF,2013-01-07,Winter,Florida,K-8
20121214CTSAN,2012-12-14,Winter,Connecticut,Elementary
20121210TXSPH,2012-12-10,Winter,Texas,High
20121019ILBAC,2012-10-19,Fall,Illinois,Other
20121012NDFAF,2012-10-12,Fall,North Dakota,High
20120926OKSTS,2012-09-26,Fall,Oklahoma,Junior High
20120907ILNON,2012-09-07,Fall,Illinois,High
20120827MDPEP,2012-08-27,Summer,Maryland,High
20120824GABAH,2012-08-24,Summer,Georgia,High
20120816TNHAM,2012-08-16,Summer,Tennessee,High
20120706RINAP,2012-07-06,Summer,Rhode Island,Elementary
20120525NCMAC,2012-05-25,Spring,North Carolina,Elementary
20120525AZWEA,2012-05-25,Spring,Arizona,High
20120401ARKIR,2012-04-01,Spring,Arkansas,Middle
20120315ALLEM,2012-03-15,Spring,Alabama,High
20120306FLEPJ,2012-03-06,Spring,Florida,Unknown
20120227OHCHC,2012-02-27,Winter,Ohio,High
20120222WAARB,2012-02-22,Winter,Washington,Elementary
20120210NHWAW,2012-02-10,Winter,New Hampshire,Elementary
20120110TXNOH,2012-01-10,Winter,Texas,High
20120104TXCUB,2012-01-04,Winter,Texas,Middle
20111228MINOF,2011-12-28,Winter,Michigan,High
20111212TXHAE,2011-12-12,Winter,Texas,Middle
20111024NCCAF,2011-10-24,Fall,North Carolina,High
20110930ORWIP,2011-09-30,Fall,Oregon,High
20110930NCGAC,2011-09-30,Fall,North Carolina,High
20110923WAISS,2011-09-23,Fall,Washington,High
20110523HIHIP,2011-05-23,Spring,Hawaii,Middle
20110517WAHOE,2011-05-17,Spring,Washington,Elementary
20110419TXBEH,2011-04-19,Spring,Texas,Elementary
20110413FLSHA,2011-04-13,Spring,Florida,High
20110330TXWOH,2011-03-30,Spring,Texas,High
20110325INMAM,2011-03-25,Spring,Indiana,Middle
20110202CALOP,2011-02-02,Winter,California,Elementary
20110118CAGAL,2011-01-18,Winter,California,High
20110105NEMIO,2011-01-05,Winter,Nebraska,High
20110104INCRC,2011-01-04,Winter,Indiana,K-12
20101206COAUA,2010-12-06,Winter,Colorado,High
20101129WIMAM,2010-11-29,Fall,Wisconsin,High
20101023KSTOT,2010-10-23,Fall,Kansas,High
20101008CAKEC,2010-10-08,Fall,California,Elementary
20101001CAALS,2010-10-01,Fall,California,High
20100921SCSOC,2010-09-21,Fall,South Carolina,High
20100908MIMUD,2010-09-08,Fall,Michigan,High
20100830TNSUB,2010-08-30,Summer,Tennessee,High
20100518CASOS,2010-05-18,Spring,California,High
20100428VAWOP,2010-04-28,Spring,Virginia,High
20100226WABIT,2010-02-26,Winter,Washington,Elementary
20100223CODEL,2010-02-23,Winter,Colorado,Middle
20100210TNINK,2010-02-10,Winter,Tennessee,High
20100205ALDIM,2010-02-05,Winter,Alabama,Middle
20100120ALLIL,2010-01-20,Winter,Alabama,High
20091211LABOS,2009-12-11,Winter,Louisiana,High
20091106PAHAW,2009-11-06,Fall,Pennsylvania,High
20091030CAWIL,2009-10-30,Fall,California,High
20091016SCCAC,2009-10-16,Fall,South Carolina,High
20091008NYMAM,2009-10-08,Fall,New York,6-12
20090916VAVIG,2009-09-16,Fall,Virginia,High
20090908CTSTS,2009-09-08,Fall,Connecticut,High
20090827NCWEF,2009-08-27,Summer,North Carolina,High
20090624IAAPP,2009-06-24,Summer,Iowa,High
20090615CAINS,2009-06-15,Summer,California,Other
20090518LALAL,2009-05-18,Spring,Louisiana,Middle
20090505NYCAC,2009-05-05,Spring,New York,High
20090501WISHS,2009-05-01,Spring,Wisconsin,High
20090413CALOL,2009-04-13,Spring,California,High
20090311TXCYH,2009-03-11,Spring,Texas,High
20090310FLRIJ,2009-03-10,Spring,Florida,High
20090306NCWEF,2009-03-06,Spring,North Carolina,High
20090302SDROS,2009-03-02,Spring,South Dakota,Elementary
20090223CTBRN,2009-02-23,Winter,Connecticut,High
20090220CAJOH,2009-02-20,Winter,California,Elementary
20090217MICED,2009-02-17,Winter,Michigan,High
20090211NCSCZ,2009-02-11,Winter,North Carolina,Other
20090210CABAE,2009-02-10,Winter,California,Elementary
20090127NCCLC,2009-01-27,Winter,North Carolina,High
20090123ILCAC,2009-01-23,Winter,Illinois,High
20090120PAEAE,2009-01-20,Winter,Pennsylvania,High
20090120MIBEM,2009-01-20,Winter,Michigan,High
20090120ILCOC,2009-01-20,Winter,Illinois,High
20090114ILPEC,2009-01-14,Winter,Illinois,Middle
20090109ILDUC,2009-01-09,Winter,Illinois,High
20090108DEWIN,2009-01-08,Winter,Delaware,High
20081231OKKEN,2008-12-31,Winter,Oklahoma,Elementary
20081231GASHS,2008-12-31,Winter,Georgia,Middle
20081227PAWIP,2008-12-27,Winter,Pennsylvania,Elementary
20081222FLLAL,2008-12-22,Winter,Florida,Middle
20081221SCSUS,2008-12-21,Winter,South Carolina,High
20081212NYWIM,2008-12-12,Winter,New York,High
20081212NCGUA,2008-12-12,Winter,North Carolina,Elementary
20081205MNSHF,2008-12-05,Winter,Minnesota,Other
20081202CAKIK,2008-12-02,Winter,California,High
20081130CAOAG,2008-11-30,Fall,California,Elementary
20081125TXNOH,2008-11-25,Fall,Texas,High
20081118CACOO,2008-11-18,Fall,California,Middle
20081118CACEC,2008-11-18,Fall,California,High
20081115UTDES,2008-11-15,Fall,Utah,High
20081115COTHL,2008-11-15,Fall,Colorado,High
20081112FLDIF,2008-11-12,Fall,Florida,High
20081103CAELO,2008-11-03,Fall,California,Elementary
20081103CABEB,2008-11-03,Fall,California,High
20081031MESTS,2008-10-31,Fall,Maine,Elementary
20081029CAELG,2008-10-29,Fall,California,Elementary
20081023ALPRP,2008-10-23,Fall,Alabama,Other
20081020CAVAA,2008-10-20,Fall,California,High
20081016MIHED,2008-10-16,Fall,Michigan,High
20080919CAGEA,2008-09-19,Fall,California,High
20080915CAMIS,2008-09-15,Fall,California,High
20080902OHSOW,2008-09-02,Fall,Ohio,High
20080821TNCEK,2008-08-21,Fall,Tennessee,High
20080814WALAF,2008-08-14,Summer,Washington,Middle
20080811WAWAK,2008-08-11,Summer,Washington,Elementary
20080516LAMAT,2008-05-16,Spring,Louisiana,High
20080416CAROF,2008-04-16,Spring,California,High
20080306ALDAM,2008-03-06,Spring,Alabama,High
20080214CAEOO,2008-02-12,Winter,California,Junior High
20080211TNMIM,2008-02-11,Winter,Tennessee,High
20080204TNHAM,2008-02-04,Winter,Tennessee,High
20071221CABAU,2007-12-21,Winter,California,Middle
20071126NYHOH,2007-11-26,Fall,New York,High
20071105LAJOR,2007-11-05,Fall,Louisiana,K-12
20071024TNMAM,2007-10-24,Fall,Tennessee,High
20071010OHSUC,2007-10-10,Fall,Ohio,Other
20071001CTPLM,2007-10-01,Fall,Connecticut,High
20070930AZSSP,2007-09-30,Fall,Arizona,K-8
20070928CALAO,2007-09-28,Fall,California,High
20070804NJMON,2007-08-04,Summer,New Jersey,High
20070709ILCAC,2007-07-09,Summer,Illinois,Elementary
20070628TXDAD,2007-06-28,Summer,Texas,High
20070617SCBRB,2007-06-17,Summer,South Carolina,Elementary
20070531NCNOG,2007-05-31,Spring,North Carolina,Middle
20070530NCVAG,2007-05-30,Spring,North Carolina,Elementary
20070523RIOAC,2007-05-23,Spring,Rhode Island,Elementary
20070515TXLIL,2007-05-15,Spring,Texas,Middle
20070512TXWEM,2007-05-12,Spring,Texas,High
20070510MIHED,2007-05-10,Spring,Michigan,High
20070504TXTIE,2007-05-04,Spring,Texas,High
20070503OHGED,2007-05-03,Spring,Ohio,Elementary
20070418NCNOH,2007-04-18,Spring,North Carolina,High
20070410ORSPG,2007-04-10,Spring,Oregon,High
20070410ILCHC,2007-04-10,Spring,Illinois,Other
20070329SCMYM,2007-03-29,Spring,South Carolina,High
20070327CTSAH,2007-03-27,Spring,Connecticut,Elementary
20070323FLUNO,2007-03-23,Spring,Florida,Elementary
20070308TNEAC,2007-03-08,Spring,Tennessee,High
20070307TXGRG,2007-03-07,Spring,Texas,High
20070307MIHEM,2007-03-07,Spring,Michigan,High
20070307CACEC,2007-03-07,Spring,California,High
20070227GACLA,2007-02-27,Winter,Georgia,Elementary
20070226CASLA,2007-02-26,Winter,California,Middle
20070208TXSTP,2007-02-08,Winter,Texas,Middle
20070208ORCRP,2007-02-08,Winter,Oregon,High
20070207FLPAJ,2007-02-07,Winter,Florida,Middle
20070131ILHIC,2007-01-31,Winter,Illinois,High
20070124TNHAS,2007-01-24,Winter,Tennessee,High
20070118PAWIP,2007-01-18,Winter,Pennsylvania,High
20070109NVWEL,2007-01-09,Winter,Nevada,High
20070109CAGRV,2007-01-09,Winter,California,High
20070108OHROC,2007-01-08,Winter,Ohio,High
20070104MINOD,2007-01-04,Winter,Michigan,High
20070103WAHET,2007-01-03,Winter,Washington,High
20070102NCWEF,2007-01-02,Winter,North Carolina,High
20061214PAMCC,2006-12-14,Winter,Pennsylvania,High
20061213PABAB,2006-12-13,Winter,Pennsylvania,High
20061212PASPS,2006-12-12,Winter,Pennsylvania,High
20061211ILCLC,2006-12-11,Winter,Illinois,High
20061207NENOO,2006-12-07,Winter,Nebraska,High
20061201NCJOT,2006-12-01,Winter,North Carolina,High
20061122GASAA,2006-11-22,Fall,Georgia,Middle
20061111CALIO,2006-11-11,Fall,California,High
20061031TNHAK,2006-10-31,Fall,Tennessee,High
20061017TXSEK,2006-10-17,Fall,Texas,High
20061012MDGRB,2006-10-12,Fall,Maryland,Elementary
20061010NYPOP,2006-10-10,Fall,New York,Middle
20061009MOMEJ,2006-10-09,Fall,Missouri,Middle
20061002PAWEN,2006-10-02,Fall,Pennsylvania,K-12
20060929WIWEC,2006-09-29,Fall,Wisconsin,High
20060927COPLB,2006-09-27,Fall,Colorado,High
20060921DCCAW,2006-09-21,Fall,Washington,High
20060913MOWEC,2006-09-13,Fall,Missouri,High
20060908TXSOF,2006-09-08,Fall,Texas,High
20060905TNKIM,2006-09-05,Fall,Tennessee,Middle
20060831ALOXO,2006-08-31,Summer,Alabama,High
20060830NCORH,2006-08-30,Summer,North Carolina,High
20060829DCANW,2006-08-29,Summer,Washington,High
20060824VTESE,2006-08-24,Summer,Vermont,Elementary
20060821INCAN,2006-08-21,Summer,Indiana,High
20060820GALYH,2006-08-20,Summer,Georgia,High
20060819OHSOY,2006-08-19,Summer,Ohio,High
20060817TXMEA,2006-08-17,Summer,Texas,Middle
20060815KYJTV,2006-08-15,Summer,Kentucky,Middle
20060731FLYOT,2006-07-31,Summer,Florida,Middle
20060615MIPED,2006-06-15,Summer,Michigan,High
20060606INWIG,2006-06-06,Summer,Indiana,High
20060605CAVEL,2006-06-05,Summer,California,High
20060525PANON,2006-05-25,Spring,Pennsylvania,High
20060522SCBUI,2006-05-22,Spring,South Carolina,High
20060505FLPAM,2006-05-05,Spring,Florida,High
20060424NCEAC,2006-04-24,Spring,North Carolina,High
20060418TXWEH,2006-04-18,Spring,Texas,High
20060405DCROW,2006-04-05,Spring,Washington,High
20060314NVPIR,2006-03-14,Spring,Nevada,Middle
20060310NYISN,2006-03-10,Spring,New York,Middle
20060223ORROR,2006-02-23,Winter,Oregon,High
20060221PAWEP,2006-02-21,Winter,Pennsylvania,High
20060215PAWEY,2006-02-15,Winter,Pennsylvania,High
20060209DEWIN,2006-02-09,Winter,Delaware,High
20060203CALOC,2006-02-03,Winter,California,Elementary
20060130MTCMG,2006-01-30,Winter,Montana,High
20060127TXLAG,2006-01-27,Winter,Texas,High
20060123CAWIV,2006-01-23,Winter,California,High
20060119OHWIC,2006-01-19,Winter,Ohio,High
20060118VAINC,2006-01-18,Winter,Virginia,High
20060118TXPAA,2006-01-18,Winter,Texas,Elementary
20060118MTFRA,2006-01-18,Winter,Montana,Middle
20060113MIOSD,2006-01-13,Winter,Michigan,High
20060113FLMIL,2006-01-13,Winter,Florida,Middle
20060113ALPIP,2006-01-13,Winter,Alabama,High
20060111WIMAM,2006-01-11,Winter,Wisconsin,K-8
20060110DEMOW,2006-01-10,Winter,Delaware,High
20060103NJLIJ,2006-01-03,Winter,New Jersey,High
20051206MICED,2005-12-06,Winter,Michigan,High
20051206CASAG,2005-12-06,Winter,California,High
20051205MABOR,2005-12-05,Winter,Massachusetts,High
20051116TXIRS,2005-11-16,Fall,Texas,Middle
20051115FLPAM,2005-11-15,Fall,Florida,High
20051108TNCAJ,2005-11-08,Fall,Tennessee,High
20051028NYFAF,2005-10-28,Fall,New York,High
20051028MDANA,2005-10-28,Fall,Maryland,High
20051027CABIF,2005-10-27,Fall,California,Elementary
20051020MISAS,2005-10-20,Fall,Michigan,High
20051019CASAS,2005-10-19,Fall,California,High
20051014NYSAN,2005-10-14,Fall,New York,High
20051011MIFAF,2005-10-11,Fall,Michigan,High
20050924MISAS,2005-09-24,Fall,Michigan,High
20050913ILHAC,2005-09-13,Fall,Illinois,High
20050902FLSOJ,2005-09-02,Fall,Florida,High
20050901AKDIA,2005-09-01,Fall,Alaska,High
20050825TNMAD,2005-08-25,Summer,Tennessee,Middle
20050819GAMOM,2005-08-19,Summer,Georgia,High
20050817CAPLB,2005-08-17,Summer,California,Elementary
20050816VICOE,2005-08-16,Summer,Virgin Islands,High
20050718NJWEN,2005-07-18,Summer,New Jersey,High
20050612NJBAA,2005-06-12,Summer,New Jersey,Elementary
20050608NYARP,2005-06-08,Summer,New York,High
20050524LABOS,2005-05-24,Spring,Louisiana,High
20050524COACD,2005-05-24,Spring,Colorado,Other
20050520ILLOM,2005-05-20,Spring,Illinois,Elementary
20050517PAHIL,2005-05-17,Spring,Pennsylvania,Elementary
20050514TXBER,2005-05-14,Spring,Texas,High
20050429OHDAC,2005-04-29,Spring,Ohio,High
20050427LALER,2005-04-27,Spring,Louisiana,High
20050407TXCAC,2005-04-07,Spring,Texas,High
20050330TNEAM,2005-03-30,Spring,Tennessee,High
20050324TNFAM,2005-03-24,Spring,Tennessee,High
20050321NYNEB,2005-03-21,Spring,New York,High
20050321MNRER,2005-03-21,Spring,Minnesota,High
20050317LAOPA,2005-03-17,Spring,Louisiana,High
20050317CALOL,2005-03-17,Spring,California,High
20050316PACAP,2005-03-16,Spring,Pennsylvania,High
20050314OHLEC,2005-03-14,Spring,Ohio,Elementary
20050310TXZAD,2005-03-10,Spring,Texas,Elementary
20050309TNMAN,2005-03-09,Spring,Tennessee,High
20050302TNSTD,2005-03-02,Spring,Tennessee,High
20050208ILBOC,2005-02-08,Winter,Illinois,High
20050204GAMCA,2005-02-04,Winter,Georgia,High
20050126ILWOP,2005-01-26,Winter,Illinois,High
20050105PAMUN,2005-01-05,Winter,Pennsylvania,High
20041231TXRIR,2004-12-31,Winter,Texas,Other
20041213LALAL,2004-12-13,Winter,Louisiana,High
20041209WALAS,2004-12-09,Winter,Washington,High
20041119FLTEJ,2004-11-19,Fall,Florida,High
20041117FLAPA,2004-11-17,Fall,Florida,Middle
20041116SCBAB,2004-11-16,Fall,South Carolina,High
20041115INBRG,2004-11-15,Fall,Indiana,Elementary
20041115ALPAB,2004-11-15,Fall,Alabama,High
20041022CATYH,2004-10-22,Fall,California,Elementary
20041021MDTHB,2004-10-21,Fall,Maryland,High
20041015CABIB,2004-10-15,Fall,California,High
20041012CALAS,2004-10-12,Fall,California,Elementary
20041007MANEN,2004-10-07,Fall,Massachusetts,High
20041002NEJEG,2004-10-02,Fall,Nebraska,Elementary
20040915INWIG,2004-09-15,Fall,Indiana,High
20040912LABON,2004-09-12,Fall,Louisiana,High
20040830ILPRM,2004-08-30,Summer,Illinois,High
20040824TNHAM,2004-08-24,Summer,Tennessee,High
20040803ALHUB,2004-08-03,Summer,Alabama,High
20040609CACAO,2004-06-09,Summer,California,High
20040524UTWES,2004-05-24,Spring,Utah,High
20040512CAEAM,2004-05-12,Spring,California,K-12
20040507MDRAR,2004-05-07,Spring,Maryland,High
20040504TXKAH,2004-05-04,Spring,Texas,High
20040317WACRJ,2004-03-17,Spring,Washington,Junior High
20040305CASAL,2004-03-05,Spring,California,High
20040220LAGAS,2004-02-20,Winter,Louisiana,K-12
20040213OHCOD,2004-02-13,Winter,Ohio,High
20040211PATMP,2004-02-11,Winter,Pennsylvania,Elementary
20040209NYCOE,2004-02-09,Winter,New York,High
20040206LAFAS,2004-02-06,Winter,Louisiana,High
20040203TXYOH,2004-02-03,Winter,Texas,Elementary
20040202DCBAW,2004-02-02,Winter,Washington,High
20040121NVFAH,2004-01-21,Winter,Nevada,Elementary
20040115CAPOP,2004-01-15,Winter,California,High
20031229FLABE,2003-12-29,Winter,Florida,Elementary
20031222NJCOW,2003-12-22,Winter,New Jersey,High
20031217MDOLM,2003-12-17,Winter,Maryland,High
20031205ILCAC,2003-12-05,Winter,Illinois,High
20031204OKDOO,2003-12-04,Winter,Oklahoma,High
20031202ILFEC,2003-12-02,Winter,Illinois,Elementary
20031113NCEAC,2003-11-13,Fall,North Carolina,High
20031108TXHIS,2003-11-08,Fall,Texas,High
20031030DCANW,2003-10-30,Fall,Washington,High
20031029LAMAM,2003-10-29,Fall,Louisiana,High
20031007OHKEA,2003-10-07,Fall,Ohio,High
20031001CARIS,2003-10-01,Fall,California,High
20030925NCBUL,2003-09-25,Fall,North Carolina,Middle
20030924MNROC,2003-09-24,Fall,Minnesota,High
20030922WALES,2003-09-22,Fall,Washington,High
20030917MDOKE,2003-09-17,Fall,Maryland,Middle
20030917MACHB,2003-09-17,Fall,Massachusetts,K-12
20030910MSVIV,2003-09-10,Fall,Mississippi,High
20030604PAROW,2003-06-04,Summer,Pennsylvania,Middle
20030513PAFOJ,2003-05-13,Spring,Pennsylvania,High
20030424PARER,2003-04-24,Spring,Pennsylvania,Junior High
20030416TXGRA,2003-04-16,Spring,Texas,Middle
20030414LAJON,2003-04-14,Spring,Louisiana,High
20030414LAFAS,2003-04-14,Spring,Louisiana,High
20030401DCCAW,2003-04-01,Spring,Washington,High
20030330CAROW,2003-03-30,Spring,California,High
20030321MSNOM,2003-03-21,Spring,Mississippi,High
20030318IACLG,2003-03-18,Spring,Iowa,High
20030205CORAW,2003-02-05,Winter,Colorado,High
20030130OKJEJ,2003-01-30,Winter,Oklahoma,High
20030121KYWEO,2003-01-21,Winter,Kentucky,Middle
20021216ILENC,2002-12-16,Winter,Illinois,High
20021212WAWIC,2002-12-12,Winter,Washington,Middle
20021202MIOSD,2002-12-02,Winter,Michigan,High
20021115TXSCS,2002-11-15,Fall,Texas,High
20021115CAAML,2002-11-15,Fall,California,Elementary
20021107MOSTL,2002-11-07,Fall,Missouri,K-8
20021029NJLIJ,2002-10-29,Fall,New Jersey,High
20021007MDBEB,2002-10-07,Fall,Maryland,Middle
20021004TXPAS,2002-10-04,Fall,Texas,High
20021004MTCMG,2002-10-04,Fall,Montana,High
20020426LAABN,2002-04-26,Spring,Louisiana,High
20020406MDLEB,2002-04-06,Spring,Maryland,Elementary
20020322CAJOC,2002-03-22,Spring,California,Middle
20020207ILROC,2002-02-07,Winter,Illinois,High
20020206CAGAL,2002-02-06,Winter,California,High
20020201TXBRB,2002-02-01,Winter,Texas,High
20020124PAOLO,2002-01-24,Winter,Pennsylvania,High
20020115NYMAN,2002-01-15,Winter,New York,High
20020111MSRAJ,2002-01-11,Winter,Mississippi,High
20011130TXFRF,2001-11-30,Fall,Texas,High
20011112MICAC,2001-11-12,Fall,Michigan,High
20011026MIBES,2001-10-26,Fall,Michigan,High
20011026CARER,2001-10-26,Fall,California,High
20011012UTTAT,2001-10-12,Fall,Utah,High
20010921MDLAB,2001-09-21,Fall,Maryland,High
20010912KYLAC,2001-09-12,Fall,Kentucky,Elementary
20010730CABEL,2001-07-30,Summer,California,High
20010607TXOUA,2001-06-07,Summer,Texas,High
20010515TXENE,2001-05-15,Spring,Texas,High
20010425OHJOC,2001-04-25,Spring,Ohio,High
20010420LAMOM,2001-04-20,Spring,Louisiana,High
20010410WAWAM,2001-04-10,Spring,Washington,High
20010402TXKLH,2001-04-02,Spring,Texas,High
20010330INLEG,2001-03-30,Spring,Indiana,High
20010322CAGRE,2001-03-22,Spring,California,High
20010307WAKEC,2001-03-07,Spring,Washington,High
20010307PABIW,2001-03-07,Spring,Pennsylvania,High
20010306MDLAL,2001-03-06,Spring,Maryland,High
20010305CASAS,2001-03-05,Spring,California,High
20010302CAHOS,2001-03-02,Spring,California,High
20010202MIOSD,2001-02-02,Winter,Michigan,High
20010117MDLAB,2001-01-17,Winter,Maryland,High
20010110CAHUO,2001-01-10,Winter,California,High
20010103CABAS,2001-01-03,Winter,California,High
20001221FLNOM,2000-12-21,Winter,Florida,Elementary
20001207CARIR,2000-12-07,Winter,California,High
20001201CAJUS,2000-12-01,Winter,California,High
20001201CAGRL,2000-12-01,Winter,California,High
20001101TXNEC,2000-11-01,Fall,Texas,High
20001024AZPIG,2000-10-24,Fall,Arizona,Elementary
20001005MNMIM,2000-10-05,Fall,Minnesota,High
20000926LACAN,2000-09-26,Fall,Louisiana,Middle
20000918OHMOM,2000-09-18,Fall,Ohio,Junior High
20000907ILLOR,2000-09-07,Fall,Illinois,Elementary
20000905OHBIB,2000-09-05,Fall,Ohio,Elementary
20000726OHTIC,2000-07-26,Summer,Ohio,High
20000717WADIR,2000-07-17,Summer,Washington,Middle
20000526FLLAL,2000-05-26,Spring,Florida,Middle
20000510AZCAS,2000-05-10,Spring,Arizona,Elementary
20000502COTHD,2000-05-02,Spring,Colorado,High
20000410AZLAT,2000-04-10,Spring,Arizona,Middle
20000406OKHUH,2000-04-06,Spring,Oklahoma,High
20000323OHMCL,2000-03-23,Spring,Ohio,Elementary
20000310GABES,2000-03-10,Spring,Georgia,High
20000229MIBUF,2000-02-29,Winter,Michigan,Elementary
20000214ILDUC,2000-02-14,Winter,Illinois,Elementary
20000210PAPEY,2000-02-10,Winter,Pennsylvania,Junior High
20000126NESOO,2000-01-26,Winter,Nebraska,High
20000126CAALM,2000-01-26,Winter,California,Elementary
20000120NCERA,2000-01-20,Winter,North Carolina,High
20000119FLRIN,2000-01-19,Winter,Florida,High
20000113NMALA,2000-01-13,Winter,New Mexico,High
20000110AKBAA,2000-01-10,Winter,Alaska,High
19991206OKFOF,1999-12-06,Winter,Oklahoma,Middle
19991119NMDED,1999-11-19,Fall,New Mexico,Middle
19991117TXDID,1999-11-17,Fall,Texas,High
19991026WVGUB,1999-10-26,Fall,West Virginia,High
19991026PAMAP,1999-10-26,Fall,Pennsylvania,High
19991021CASAP,1999-10-21,Fall,California,High
19991011NVCLL,1999-10-11,Fall,Nevada,High
19991004SDJOP,1999-10-04,Fall,South Dakota,High
19990927FLEGT,1999-09-27,Fall,Florida,Elementary
19990909CASAS,1999-09-09,Fall,California,High
19990825GAJAM,1999-08-25,Summer,Georgia,High
19990520GAHEC,1999-05-20,Spring,Georgia,High
19990422LASCB,1999-04-22,Spring,Louisiana,Middle
19990422GAMAA,1999-04-22,Spring,Georgia,Middle
19990420COCOL,1999-04-20,Spring,Colorado,High
19990416IDNON,1999-04-16,Spring,Idaho,6-12
19990304ILNIS,1999-03-04,Spring,Illinois,High
19990211MSJEP,1999-02-11,Winter,Mississippi,Other
19990211ILOME,1999-02-11,Winter,Illinois,High
19990121TXRIN,1999-01-21,Winter,Texas,High
19990114NYHAN,1999-01-14,Winter,New York,High
