Incident_ID,Date,Quarter,State,School_Level
19990108GACEC,1999-01-08,Winter,Georgia,High
19981211INBEI,1998-12-11,Winter,Indiana,Junior High
19981203INERG,1998-12-03,Winter,Indiana,Elementary
19981130NYHAH,1998-11-30,Fall,New York,Middle
19981103PAMAP,1998-11-03,Fall,Pennsylvania,High
19980930FLNOM,1998-09-30,Fall,Florida,High
19980930FLLEL,1998-09-30,Fall,Florida,High
19980911CAHEG,1998-09-11,Fall,California,High
19980615VAARR,1998-06-15,Summer,Virginia,High
19980529FLSTF,1998-05-29,Spring,Florida,High
19980527CAWAP,1998-05-27,Spring,California,Middle
19980521WAONO,1998-05-21,Spring,Washington,High
19980521ORTHS,1998-05-21,Spring,Oregon,High
19980521CARIR,1998-05-21,Spring,California,High
19980519TNLIF,1998-05-19,Spring,Tennessee,High
19980501NYPUB,1998-05-01,Spring,New York,Elementary
19980501FLNOM,1998-05-01,Spring,Florida,High
19980428WIPAP,1998-04-28,Spring,Wisconsin,Elementary
19980428CAPHP,1998-04-28,Spring,California,Elementary
19980424PAPAE,1998-04-24,Spring,Pennsylvania,Middle
19980423CACUL,1998-04-23,Spring,California,High
19980331WIOAO,1998-03-31,Spring,Wisconsin,Middle
19980330NCGRC,1998-03-30,Spring,North Carolina,Middle
19980325MICOC,1998-03-25,Spring,Michigan,High
19980325CAFED,1998-03-25,Spring,California,Middle
19980324ARWEJ,1998-03-24,Spring,Arkansas,Middle
19980227VAMAF,1998-02-27,Winter,Virginia,High
19980225MIRER,1998-02-25,Winter,Michigan,High
19980212NJHOH,1998-02-12,Winter,New Jersey,High
19971215ARSTS,1997-12-15,Winter,Arkansas,High
19971201KYHEW,1997-12-01,Winter,Kentucky,High
19971113CACRS,1997-11-13,Fall,California,Elementary
19971107FLRIJ,1997-11-07,Fall,Florida,High
19971022CAJON,1997-10-22,Fall,California,High
19971020CAMCO,1997-10-20,Fall,California,High
19971015FLLIP,1997-10-15,Fall,Florida,Middle
19971014TXLAG,1997-10-14,Fall,Texas,High
19971010INWAG,1997-10-10,Fall,Indiana,High
19971005OKMOO,1997-10-05,Fall,Oklahoma,Junior High
19971001MSPEP,1997-10-01,Fall,Mississippi,High
19970624ALJEM,1997-06-24,Summer,Alabama,High
19970520OHDUD,1997-05-20,Spring,Ohio,High
19970513FLNOM,1997-05-13,Spring,Florida,High
19970430NYCIN,1997-04-30,Spring,New York,High
19970428CAJOL,1997-04-28,Spring,California,High
19970403CAMAM,1997-04-03,Spring,California,High
19970317MIPED,1997-03-17,Spring,Michigan,High
19970221NVRAL,1997-02-21,Winter,Nevada,High
19970220FLFIJ,1997-02-20,Winter,Florida,High
19970219AKBEB,1997-02-19,Winter,Alaska,High
19970213NYSAB,1997-02-13,Winter,New York,High
19970213NYMOB,1997-02-13,Winter,New York,High
19970206MSWIJ,1997-02-06,Winter,Mississippi,High
19970127FLCOW,1997-01-27,Winter,Florida,Middle
19970108NYCRN,1997-01-08,Winter,New York,High
19961127CAHIS,1996-11-27,Fall,California,High
19961014MOSUS,1996-10-14,Fall,Missouri,High
19961009ARJAS,1996-10-09,Fall,Arkansas,High
19961004CASTP,1996-10-04,Fall,California,High
19961002PASMP,1996-10-02,Fall,Pennsylvania,Elementary
19960925GADED,1996-09-25,Fall,Georgia,Unknown
19960726CAJOL,1996-07-26,Summer,California,High
19960604CAWEH,1996-06-04,Summer,California,High
19960522CACOC,1996-05-22,Spring,California,High
19960514UTBIT,1996-05-14,Spring,Utah,High
19960415DCMCW,1996-04-15,Spring,Washington,High
19960411ALTAT,1996-04-11,Spring,Alabama,High
19960319NVSWL,1996-03-19,Spring,Nevada,Middle
19960311NCNON,1996-03-11,Spring,North Carolina,High
19960229MOBES,1996-02-29,Winter,Missouri,High
19960222GAJES,1996-02-22,Winter,Georgia,High
19960208CAMIM,1996-02-08,Winter,California,High
19960202WAFRM,1996-02-02,Winter,Washington,Middle
19960126TNEAM,1996-01-26,Winter,Tennessee,High
19960119DCWIW,1996-01-19,Winter,Washington,K-8
19960102PAGIG,1996-01-02,Winter,Pennsylvania,High
19951128NYTHN,1995-11-28,Fall,New York,High
19951115TNRIL,1995-11-15,Fall,Tennessee,High
19951102FLBLM,1995-11-02,Fall,Florida,Elementary
19951030VAJOR,1995-10-30,Fall,Virginia,High
19951023FLLAC,1995-10-23,Fall,Florida,High
19951012SCBLB,1995-10-12,Fall,South Carolina,High
19950929FLTAT,1995-09-29,Fall,Florida,Middle
19950927ALBLP,1995-09-27,Fall,Alabama,High
19950915KYGEW,1995-09-15,Fall,Kentucky,High
19950914KSOLO,1995-09-14,Fall,Kansas,High
19950912TNCYM,1995-09-12,Fall,Tennessee,Junior High
19950829TXMEL,1995-08-29,Summer,Texas,Middle
19950614FLLAL,1995-06-14,Summer,Florida,High
19950327MIRED,1995-03-27,Spring,Michigan,High
19950303MIPED,1995-03-03,Spring,Michigan,High
19950208NECHS,1995-02-08,Winter,Nebraska,Middle
19950202CAJOL,1995-02-02,Winter,California,High
19950124DCSPW,1995-01-24,Winter,Washington,High
19950123CASAR,1995-01-23,Winter,California,Middle
19950112WAGAS,1995-01-12,Winter,Washington,High
19950110FLPAP,1995-01-10,Winter,Florida,High
19950105DCCAW,1995-01-05,Winter,Washington,High
19941115WASTT,1994-11-15,Fall,Washington,High
19941108IAWEM,1994-11-08,Fall,Iowa,High
19941107OHWIW,1994-11-07,Fall,Ohio,Middle
19941105CATHS,1994-11-05,Fall,California,Elementary
19941031CAALA,1994-10-31,Fall,California,High
19941017ILHUC,1994-10-17,Fall,Illinois,High
19941012NCGRG,1994-10-12,Fall,North Carolina,High
19940922ORLEL,1994-09-22,Fall,Oregon,High
19940919CALOL,1994-09-19,Fall,California,High
19940908NYSWA,1994-09-08,Fall,New York,High
19940907CAHOL,1994-09-07,Fall,California,High
19940725IAOTO,1994-07-25,Summer,Iowa,High
19940724PAMAM,1994-07-24,Summer,Pennsylvania,Elementary
19940526KYLAU,1994-05-26,Spring,Kentucky,High
19940525NJLAW,1994-05-25,Spring,New Jersey,High
19940525INLAS,1994-05-25,Spring,Indiana,High
19940502FLNON,1994-05-02,Spring,Florida,High
19940421TNJTN,1994-04-21,Spring,Tennessee,Middle
19940420INDIS,1994-04-20,Spring,Indiana,Middle
19940419DCELW,1994-04-19,Spring,Washington,High
19940413CA49L,1994-04-13,Spring,California,Elementary
19940412MTMAB,1994-04-12,Spring,Montana,Elementary
19940408MDLAU,1994-04-08,Spring,Maryland,High
19940405TXMCA,1994-04-05,Spring,Texas,High
19940325GAETC,1994-03-25,Spring,Georgia,High
19940323WABAS,1994-03-23,Spring,Washington,High
19940315SCGOC,1994-03-15,Spring,South Carolina,High
19940309DCEAW,1994-03-09,Spring,Washington,High
19940303ALENB,1994-03-03,Spring,Alabama,High
19940301MOKEB,1994-03-01,Spring,Missouri,Other
19940218SCSPS,1994-02-18,Winter,South Carolina,High
19940208MIOSD,1994-02-08,Winter,Michigan,High
19940131WAWHS,1994-01-31,Winter,Washington,Middle
19940127CAWAS,1994-01-27,Winter,California,Elementary
19940126DCPAW,1994-01-26,Winter,Washington,High
19940126DCELW,1994-01-26,Winter,Washington,Junior High
19940124SCEAC,1994-01-24,Winter,South Carolina,High
19940121TXKEK,1994-01-21,Winter,Texas,High
19940120CALOH,1994-01-20,Winter,California,High
19931217MICHC,1993-12-17,Winter,Michigan,High
19931215CACHS,1993-12-15,Winter,California,High
19931208GABES,1993-12-08,Winter,Georgia,High
19931202CTNEN,1993-12-02,Winter,Connecticut,High
19931201WIWAW,1993-12-01,Winter,Wisconsin,High
19931111ILRIS,1993-11-11,Fall,Illinois,High
19931104MSBAB,1993-11-04,Fall,Mississippi,High
19931104FLTEJ,1993-11-04,Fall,Florida,High
19931104CTNEN,1993-11-04,Fall,Connecticut,High
19931101ILSUC,1993-11-01,Fall,Illinois,High
19931018DCJHW,1993-10-18,Fall,Washington,Junior High
19931012DEDON,1993-10-12,Fall,Delaware,High
19930928MSCOG,1993-09-28,Fall,Mississippi,Junior High
19930925DCWEW,1993-09-25,Fall,Washington,Elementary
19930917WYCES,1993-09-17,Fall,Wyoming,Junior High
19930917ILDOD,1993-09-17,Fall,Illinois,High
19930916ILROC,1993-09-16,Fall,Illinois,High
19930902TXROD,1993-09-02,Fall,Texas,High
19930901KSJUJ,1993-09-01,Fall,Kansas,High
19930831GAHAA,1993-08-31,Summer,Georgia,High
19930803NYTHN,1993-08-03,Summer,New York,High
19930707CADOL,1993-07-07,Summer,California,High
19930527LAFRN,1993-05-27,Spring,Louisiana,High
19930524PAUPP,1993-05-24,Spring,Pennsylvania,High
19930514TXNII,1993-05-14,Spring,Texas,High
19930416WAMOT,1993-04-16,Spring,Washington,High
19930416CAGRS,1993-04-16,Spring,California,High
19930415MAFOA,1993-04-15,Spring,Massachusetts,Middle
19930403CAGRS,1993-04-03,Spring,California,High
19930325MOSUS,1993-03-25,Spring,Missouri,High
19930318GAHAH,1993-03-18,Spring,Georgia,High
19930308VADOD,1993-03-08,Spring,Virginia,Middle
19930226MAGLG,1993-02-26,Winter,Massachusetts,High
19930222CAREL,1993-02-22,Winter,California,High
19930208MNMIM,1993-02-08,Winter,Minnesota,Middle
19930208DCWAW,1993-02-08,Winter,Washington,High
19930204GACLA,1993-02-04,Winter,Georgia,High
19930201WARER,1993-02-01,Winter,Washington,High
19930201NYAMA,1993-02-01,Winter,New York,High
19930121CAFAL,1993-01-21,Winter,California,High
19930118KYEAG,1993-01-18,Winter,Kentucky,High
19930112FLNOM,1993-01-12,Winter,Florida,High
19930105NYBRB,1993-01-05,Winter,New York,High
19921214NYWAW,1992-12-14,Winter,New York,High
19921203ILWOC,1992-12-03,Winter,Illinois,High
19921130ILORC,1992-11-30,Fall,Illinois,High
19921124ALROM,1992-11-24,Fall,Alabama,High
19921120ILTIC,1992-11-20,Fall,Illinois,High
19921116ALFAB,1992-11-16,Fall,Alabama,High
19921113TXLAC,1992-11-13,Fall,Texas,High
19921110ILSHC,1992-11-10,Fall,Illinois,Elementary
19921104MIMUD,1992-11-04,Fall,Michigan,High
19921104MIMAD,1992-11-04,Fall,Michigan,K-8
19921104MIFID,1992-11-04,Fall,Michigan,High
19921019NYEVB,1992-10-19,Fall,New York,High
19921013AZDET,1992-10-13,Fall,Arizona,High
19920930TXHOH,1992-09-30,Fall,Texas,Elementary
19920928CAHIS,1992-09-28,Fall,California,High
19920911TXPAA,1992-09-11,Fall,Texas,High
19920606CAMEM,1992-06-06,Summer,California,High
19920529CAVEL,1992-05-29,Spring,California,High
19920514TXHUH,1992-05-14,Spring,Texas,Junior High
19920514CASIN,1992-05-14,Spring,California,Junior High
19920501CALIO,1992-05-01,Spring,California,High
19920417TXLID,1992-04-17,Spring,Texas,High
19920409FLFOF,1992-04-09,Spring,Florida,High
19920331LAOPA,1992-03-31,Spring,Louisiana,High
19920305OHHAO,1992-03-05,Spring,Ohio,Middle
19920226NYTHB,1992-02-26,Winter,New York,High
19920207VABON,1992-02-07,Winter,Virginia,High
19920206OKDOO,1992-02-06,Winter,Oklahoma,High
19920131LAFRG,1992-01-31,Winter,Louisiana,Junior High
19920128LAFRG,1992-01-28,Winter,Louisiana,Junior High
19911226NCWHW,1991-12-26,Winter,North Carolina,High
19911125NYTHB,1991-11-25,Fall,New York,High
19911114TXMIH,1991-11-14,Fall,Texas,High
19911111TXYSE,1991-11-11,Fall,Texas,High
19911106LAWAN,1991-11-06,Fall,Louisiana,High
19911023TXOAD,1991-10-23,Fall,Texas,High
19911015TXGEP,1991-10-15,Fall,Texas,Elementary
19911015SCWOW,1991-10-15,Fall,South Carolina,High
19911015NHMOS,1991-10-15,Fall,New Hampshire,High
19911011MAMAR,1991-10-11,Fall,Massachusetts,High
19911009NYJAB,1991-10-09,Fall,New York,High
19911004CAROL,1991-10-04,Fall,California,High
19911004CADOL,1991-10-04,Fall,California,High
19911002TXSPH,1991-10-02,Fall,Texas,High
19910918TXCRC,1991-09-18,Fall,Texas,High
19910917ILWOC,1991-09-17,Fall,Illinois,High
19910913TXMAH,1991-09-13,Fall,Texas,High
19910730CAENC,1991-07-30,Summer,California,Middle
19910722CAWEL,1991-07-22,Summer,California,High
19910521FLSCP,1991-05-21,Spring,Florida,Unknown
19910521CAROS,1991-05-21,Spring,California,Junior High
19910516KSCOK,1991-05-16,Spring,Kansas,Middle
19910510OHFRC,1991-05-10,Spring,Ohio,Middle
19910423MSHUB,1991-04-23,Spring,Mississippi,High
19910423CARAC,1991-04-23,Spring,California,Middle
19910411SCNOR,1991-04-11,Spring,South Carolina,High
19910325NCGAC,1991-03-25,Spring,North Carolina,High
19910314SCWOP,1991-03-14,Spring,South Carolina,High
19910313ALSES,1991-03-13,Spring,Alabama,High
19910219LABON,1991-02-19,Winter,Louisiana,High
19910117TXHOD,1991-01-17,Winter,Texas,Middle
19910108TXRIR,1991-01-08,Winter,Texas,High
19901213LASAS,1990-12-13,Winter,Louisiana,High
19901030TXNAG,1990-10-30,Fall,Texas,High
19901029INCHC,1990-10-29,Fall,Indiana,High
19901002TXWHD,1990-10-02,Fall,Texas,High
19900922ALLEB,1990-09-22,Fall,Alabama,High
19900911TXSAS,1990-09-11,Fall,Texas,High
19900827TXWHD,1990-08-27,Summer,Texas,High
19900827NVELL,1990-08-27,Summer,Nevada,High
19900824NCMYC,1990-08-24,Summer,North Carolina,High
19900531TXSUF,1990-05-31,Spring,Texas,Elementary
19900520TNHIC,1990-05-20,Spring,Tennessee,High
19900504CAMOE,1990-05-04,Spring,California,High
19900403TXSKD,1990-04-03,Spring,Texas,High
19900327NYNEB,1990-03-27,Spring,New York,High
19900220OHTAC,1990-02-20,Winter,Ohio,High
19900116RICEP,1990-01-16,Winter,Rhode Island,High
19891212SCCHC,1989-12-12,Winter,South Carolina,High
19891205TXWWD,1989-12-05,Winter,Texas,High
19891205PASEM,1989-12-05,Winter,Pennsylvania,High
19891204LACAS,1989-12-04,Winter,Louisiana,High
19891122CACHO,1989-11-22,Fall,California,High
19891115TXWOA,1989-11-15,Fall,Texas,Junior High
19891113NYALN,1989-11-13,Fall,New York,High
19891031TXOLD,1989-10-31,Fall,Texas,Middle
19891005CALOA,1989-10-05,Fall,California,High
19890918KYJAM,1989-09-18,Fall,Kentucky,High
19890911AZDYE,1989-09-11,Fall,Arizona,High
19890426TXAMD,1989-04-26,Spring,Texas,High
19890303INWIG,1989-03-03,Spring,Indiana,High
19890210UTTHK,1989-02-10,Winter,Utah,Junior High
19890126DCWOW,1989-01-26,Winter,Washington,High
19890117CACLS,1989-01-17,Winter,California,Elementary
19890105ARHEL,1989-01-05,Winter,Arkansas,Middle
19881216VAATV,1988-12-16,Winter,Virginia,K-12
19881122TXABA,1988-11-22,Fall,Texas,High
19881107UTGLS,1988-11-07,Fall,Utah,Middle
19881101FLPAJ,1988-11-01,Fall,Florida,High
19881007TXDIP,1988-10-07,Fall,Texas,Elementary
19881007MDSOB,1988-10-07,Fall,Maryland,High
19881006ALMOM,1988-10-06,Fall,Alabama,Elementary
19881005MDEDB,1988-10-05,Fall,Maryland,High
19881004LAISB,1988-10-04,Fall,Louisiana,High
19881004FLJEJ,1988-10-04,Fall,Florida,Junior High
19881003FLMAM,1988-10-03,Fall,Florida,Elementary
19880926SCOAG,1988-09-26,Fall,South Carolina,Elementary
19880922ILMOC,1988-09-22,Fall,Illinois,Elementary
19880903TXLID,1988-09-03,Fall,Texas,High
19880902NCGAC,1988-09-02,Fall,North Carolina,High
19880902GAGLA,1988-09-02,Fall,Georgia,High
19880831SCWEA,1988-08-31,Summer,South Carolina,Elementary
19880831MICED,1988-08-31,Summer,Michigan,High
19880711MSLAJ,1988-07-11,Summer,Mississippi,High
19880710WISIM,1988-07-10,Summer,Wisconsin,Elementary
19880630HIAIO,1988-06-30,Summer,Hawaii,High
19880617MIJOD,1988-06-17,Summer,Michigan,Middle
19880602MSWIJ,1988-06-02,Summer,Mississippi,High
19880531NYPUB,1988-05-31,Spring,New York,Elementary
19880520ILHUW,1988-05-20,Spring,Illinois,Elementary
19880516FLFOF,1988-05-16,Spring,Florida,Middle
19880505ILMAC,1988-05-05,Spring,Illinois,High
19880324TXTRA,1988-03-24,Spring,Texas,High
19880323CACAS,1988-03-23,Spring,California,High
19880304MILED,1988-03-04,Spring,Michigan,Junior High
19880226RIBRB,1988-02-26,Winter,Rhode Island,High
19880211FLPIL,1988-02-11,Winter,Florida,High
19880202ALWET,1988-02-02,Winter,Alabama,Elementary
19880129TXREA,1988-01-29,Winter,Texas,High
19880120LASIR,1988-01-20,Winter,Louisiana,High
19880108PACRM,1988-01-08,Winter,Pennsylvania,High
19880106FLGAT,1988-01-06,Winter,Florida,High
19880105PASPS,1988-01-05,Winter,Pennsylvania,High
19871216TXMAK,1987-12-16,Winter,Texas,High
19871215NYGRB,1987-12-15,Winter,New York,High
19871204NYEAN,1987-12-04,Winter,New York,High
19871202FLENJ,1987-12-02,Winter,Florida,High
19871130TXPES,1987-11-30,Fall,Texas,Elementary
19871114FLCLC,1987-11-14,Fall,Florida,High
19871104MISOD,1987-11-04,Fall,Michigan,High
19871030NCSOK,1987-10-30,Fall,North Carolina,Elementary
19871014ILDUC,1987-10-14,Fall,Illinois,High
19870928ILILL,1987-09-28,Fall,Illinois,High
19870513ILOAO,1987-05-13,Spring,Illinois,High
19870506FLLET,1987-05-06,Spring,Florida,High
19870506ARMAJ,1987-05-06,Spring,Arkansas,Junior High
19870503INPII,1987-05-03,Spring,Indiana,High
19870430ORGRP,1987-04-30,Spring,Oregon,High
19870416MIMUD,1987-04-16,Spring,Michigan,High
19870330CAPAS,1987-03-30,Spring,California,Elementary
19870306TXRIE,1987-03-06,Spring,Texas,High
19870302MODED,1987-03-02,Spring,Missouri,High
19870224NYMON,1987-02-24,Winter,New York,Other
19870213AZORM,1987-02-13,Winter,Arizona,Other
19870210ARDAD,1987-02-10,Winter,Arkansas,High
19870123MIRED,1987-01-23,Winter,Michigan,High
19870114CALOL,1987-01-14,Winter,California,High
19861204MTFEL,1986-12-04,Winter,Montana,High
19861008TXSOD,1986-10-08,Fall,Texas,High
19861003CAMOM,1986-10-03,Fall,California,High
19860918CABEB,1986-09-18,Fall,California,High
19860912CAFAL,1986-09-12,Fall,California,High
19860517TNMAN,1986-05-17,Spring,Tennessee,High
19860516WYCOC,1986-05-16,Spring,Wyoming,Elementary
19860515GACAA,1986-05-15,Spring,Georgia,High
19860509NCPIF,1986-05-09,Spring,North Carolina,High
19860429MOSES,1986-04-29,Spring,Missouri,High
19860423FLCHM,1986-04-23,Spring,Florida,Middle
19860306ILTHD,1986-03-06,Spring,Illinois,High
19860224LABOS,1986-02-24,Winter,Louisiana,Junior High
19860129MDLAB,1986-01-29,Winter,Maryland,High
19860117CAVAL,1986-01-17,Winter,California,Junior High
19860109NCNOD,1986-01-09,Winter,North Carolina,High
19851210CTPOP,1985-12-10,Winter,Connecticut,Junior High
19851209PAARP,1985-12-09,Winter,Pennsylvania,High
19851203NHCOC,1985-12-03,Winter,New Hampshire,High
19851127ALCHB,1985-11-27,Fall,Alabama,High
19851126WASPS,1985-11-26,Fall,Washington,Junior High
19851022OHSOG,1985-10-22,Fall,Ohio,High
19851018MIMUD,1985-10-18,Fall,Michigan,High
19851008MDLAB,1985-10-08,Fall,Maryland,High
19850925OHTRT,1985-09-25,Fall,Ohio,High
19850920TXLAC,1985-09-20,Fall,Texas,High
19850909TXWHH,1985-09-09,Fall,Texas,High
19850904VAEAR,1985-09-04,Fall,Virginia,Middle
19850724TXHIH,1985-07-24,Summer,Texas,High
19850516FLPAB,1985-05-16,Spring,Florida,Junior High
19850416TXMAA,1985-04-16,Spring,Texas,High
19850205CTAIH,1985-02-05,Winter,Connecticut,High
19850126MASTB,1985-01-26,Winter,Massachusetts,High
19850121KSGOG,1985-01-21,Winter,Kansas,Junior High
19850118TXARA,1985-01-18,Winter,Texas,High
19841207MOEDS,1984-12-07,Winter,Missouri,High
19841126MDMIR,1984-11-26,Fall,Maryland,High
19841109CTWIN,1984-11-09,Fall,Connecticut,High
19841031LAEAG,1984-10-31,Fall,Louisiana,High
19841030SCPEP,1984-10-30,Fall,South Carolina,High
19841024OHWEC,1984-10-24,Fall,Ohio,Elementary
19841024MISOD,1984-10-24,Fall,Michigan,High
19841022MICED,1984-10-22,Fall,Michigan,High
19841021PAWYE,1984-10-21,Fall,Pennsylvania,High
19840928TXRIN,1984-09-28,Fall,Texas,High
19840928TXMIH,1984-09-28,Fall,Texas,Elementary
19840831LABOS,1984-08-31,Summer,Louisiana,High
19840710MIMUD,1984-07-10,Summer,Michigan,High
19840522OHCLC,1984-05-22,Spring,Ohio,High
19840518CANON,1984-05-18,Spring,California,High
19840517TXBOH,1984-05-17,Spring,Texas,High
19840517IASOP,1984-05-17,Spring,Iowa,High
19840515MTCMG,1984-05-15,Spring,Montana,High
19840426NCROW,1984-04-26,Spring,North Carolina,Elementary
19840420MIPRD,1984-04-20,Spring,Michigan,K-12
19840405LACLC,1984-04-05,Spring,Louisiana,High
19840224CA49L,1984-02-24,Winter,California,Elementary
19840221TXSHH,1984-02-21,Winter,Texas,High
19840206KYCEL,1984-02-06,Winter,Kentucky,High
19840105MDLAB,1984-01-05,Winter,Maryland,High
19831216ILBOR,1983-12-16,Winter,Illinois,High
19831202INCRC,1983-12-02,Winter,Indiana,High
19831118MDHAB,1983-11-18,Fall,Maryland,Junior High
19831117ILJAC,1983-11-17,Fall,Illinois,Elementary
19831108MIHIH,1983-11-08,Fall,Michigan,High
19831022MDCAB,1983-10-22,Fall,Maryland,High
19831007CACOL,1983-10-07,Fall,California,High
19830930TXTET,1983-09-30,Fall,Texas,High
19830921MDWAB,1983-09-21,Fall,Maryland,High
19830912MIHED,1983-09-12,Fall,Michigan,High
19830912CAMAC,1983-09-12,Fall,California,High
19830526PAGRJ,1983-05-26,Spring,Pennsylvania,High
19830523OHMAM,1983-05-23,Spring,Ohio,High
19830518FLNOM,1983-05-18,Spring,Florida,High
19830516TXLAD,1983-05-16,Spring,Texas,High
19830516NYBRN,1983-05-16,Spring,New York,High
19830421MOBES,1983-04-21,Spring,Missouri,High
19830331ILSAC,1983-03-31,Spring,Illinois,Other
19830202NMALA,1983-02-02,Winter,New Mexico,High
19830201TNRIM,1983-02-01,Winter,Tennessee,High
19830131FLDED,1983-01-31,Winter,Florida,High
19830130TXWEC,1983-01-30,Winter,Texas,High
19830128MDWIB,1983-01-28,Winter,Maryland,Middle
19830120MOPAB,1983-01-20,Winter,Missouri,Middle
19830118TXJOH,1983-01-18,Winter,Texas,High
19821220MIFID,1982-12-20,Winter,Michigan,High
19821206ALHUH,1982-12-06,Winter,Alabama,High
19821112MSWIJ,1982-11-12,Fall,Mississippi,High
19821108MICOD,1982-11-08,Fall,Michigan,High
19821101NYELE,1982-11-01,Fall,New York,High
19820915ARSOP,1982-09-15,Fall,Arkansas,Middle
19820910VALAB,1982-09-10,Fall,Virginia,Other
19820527NVGAL,1982-05-27,Spring,Nevada,Junior High
19820430FLANA,1982-04-30,Spring,Florida,High
19820429GARUE,1982-04-29,Spring,Georgia,High
19820415MDFOB,1982-04-15,Spring,Maryland,High
19820407CODEL,1982-04-07,Spring,Colorado,High
19820319NVVAL,1982-03-19,Spring,Nevada,High
19820317OHLOL,1982-03-17,Spring,Ohio,High
19820315ORSPS,1982-03-15,Spring,Oregon,High
19820209LAJON,1982-02-09,Winter,Louisiana,High
19820208MADOD,1982-02-08,Winter,Massachusetts,High
19820205TNHAM,1982-02-05,Winter,Tennessee,High
19811223NYJAB,1981-12-23,Winter,New York,High
19811216TXUNH,1981-12-16,Winter,Texas,High
19811209NYGEB,1981-12-09,Winter,New York,High
19811013CTHAH,1981-10-13,Fall,Connecticut,High
19810913MDABA,1981-09-13,Fall,Maryland,High
19810908FLSTW,1981-09-08,Fall,Florida,Middle
19810904NMHOS,1981-09-04,Fall,New Mexico,High
19810901PAWIP,1981-09-01,Fall,Pennsylvania,Elementary
19810515LANEN,1981-05-15,Spring,Louisiana,Junior High
19810407MSPOP,1981-04-07,Spring,Mississippi,High
19810402OHALC,1981-04-02,Spring,Ohio,Junior High
19810328FLDIF,1981-03-28,Spring,Florida,High
19810303INMAI,1981-03-03,Spring,Indiana,High
19810210CAMAL,1981-02-10,Winter,California,High
19810210ARLIL,1981-02-10,Winter,Arkansas,High
19810122MDFRB,1981-01-22,Winter,Maryland,High
19810121OHWIB,1981-01-21,Winter,Ohio,Junior High
19801212OHLOL,1980-12-12,Winter,Ohio,Junior High
19801212ALPAB,1980-12-12,Winter,Alabama,High
19801117TXEAF,1980-11-17,Fall,Texas,High
19801031ALHUH,1980-10-31,Fall,Alabama,High
19801013ALCET,1980-10-13,Fall,Alabama,High
19800926CTBRB,1980-09-26,Fall,Connecticut,High
19800911ALJOM,1980-09-11,Fall,Alabama,High
19800910DCSPW,1980-09-10,Fall,Washington,High
19800908FLFOJ,1980-09-08,Fall,Florida,High
19800902CAWHL,1980-09-02,Fall,California,High
19800530NYCLB,1980-05-30,Spring,New York,High
19800417VACAC,1980-04-17,Spring,Virginia,Elementary
19800331MDFRB,1980-03-31,Spring,Maryland,High
19800320TXJLD,1980-03-20,Spring,Texas,High
19800215MSHUM,1980-02-15,Winter,Mississippi,Other
19800211INARI,1980-02-11,Winter,Indiana,High
